review_text,rating,sentiment,reviewer_name,date,hotel_name,original_text,original_length,original_word_count,cleaned_text,cleaned_length,cleaned_word_count,length_reduction,word_reduction,review_length,word_count,avg_word_length,sentence_count,exclamation_count,question_count,uppercase_count,uppercase_ratio,cluster,cluster_name
"The worst hotel experience ever. Mold in bathroom, broken furniture, awful smell.",1,negative,Eric S.,2021-10-12,Budget Inn Express,"The worst hotel experience ever. Mold in bathroom, broken furniture, awful smell.",81,12,worst hotel experi ever mold bathroom broken furnitur aw smell,62,10,19,2,81,12,6.230769230769231,3,0,0,2,0.024390243902439025,3,Service & Staff Quality
The room smelled bad and was not cleaned properly. Very disappointed. Would recommend.,2,negative,Emily R.,2024-04-12,Luxury Stay Hotel,The room smelled bad and was not cleaned properly. Very disappointed. Would recommend.,86,13,room smell bad clean proper disappoint would recommend,54,8,32,5,86,13,6.142857142857143,4,0,0,3,0.034482758620689655,1,Cleanliness & Room Quality
The bathroom was disgusting and the room had bedbugs. Avoid at all costs!,1,negative,Megan R.,2020-01-21,Crystal Palace Hotel,The bathroom was disgusting and the room had bedbugs. Avoid at all costs!,73,13,bathroom disgust room bedbug avoid cost,39,6,34,7,73,13,5.214285714285714,3,1,0,2,0.02702702702702703,3,Service & Staff Quality
Wonderful hotel with great facilities. The pool and gym were excellent.,4,positive,Michael B.,2023-09-14,Park View Hotel,Wonderful hotel with great facilities. The pool and gym were excellent.,71,11,wonder hotel great facil pool gym excel,39,7,32,4,71,11,5.916666666666667,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
Very clean and well-maintained hotel. The location was ideal for our trip. A bit pricey.,5,positive,Megan R.,2024-05-21,Seaside Resort,Very clean and well-maintained hotel. The location was ideal for our trip. A bit pricey.,88,15,clean well maintain hotel locat ideal trip bit pricey,53,9,35,6,88,15,5.5,4,0,0,3,0.033707865168539325,1,Cleanliness & Room Quality
Great amenities but the room was small and cramped.,3,neutral,Kevin J.,2022-03-15,Royal Palace Hotel,Great amenities but the room was small and cramped.,51,9,great amen room small cramp,27,5,24,4,51,9,5.1,2,0,0,1,0.019230769230769232,3,Service & Staff Quality
Modern room but the bathroom was not clean. Disappointing.,3,neutral,Michael B.,2022-04-20,Park View Hotel,Modern room but the bathroom was not clean. Disappointing.,58,9,modern room bathroom clean disappoint,37,5,21,4,58,9,5.8,3,0,0,2,0.03389830508474576,1,Cleanliness & Room Quality
Great value for money! The room was spacious and modern. Staff were very friendly.,5,positive,James W.,2024-02-08,Park View Hotel,Great value for money! The room was spacious and modern. Staff were very friendly.,82,14,great valu money room spacious modern staff friend,50,8,32,6,82,14,5.466666666666667,4,1,0,3,0.03614457831325301,3,Service & Staff Quality
" Considering everything, the hotel served its purpose. basic but clean rooms.",3,neutral,Daniel F.,2022-04-16,Crystal Palace Hotel," Considering everything, the hotel served its purpose. basic but clean rooms.",77,11,consid everyth hotel serv purpos basic clean room,49,8,28,3,77,11,6.416666666666667,3,0,0,1,0.01282051282051282,1,Cleanliness & Room Quality
"Awful experience. The pool was dirty, the gym was broken, and no refunds.",1,negative,Brian M.,2022-09-11,Sunset Beach Hotel,"Awful experience. The pool was dirty, the gym was broken, and no refunds.",73,13,aw experi pool dirti gym broken refund,38,7,35,6,73,13,5.214285714285714,3,0,0,2,0.02702702702702703,3,Service & Staff Quality
Beautiful hotel but terrible service. The staff was rude and unhelpful.,2,negative,Sarah M.,2022-04-14,Royal Gardens Hotel,Beautiful hotel but terrible service. The staff was rude and unhelpful.,71,11,beauti hotel terribl servic staff rude unhelp,45,7,26,4,71,11,5.916666666666667,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
The best hotel I've ever stayed at. Everything was perfect from check-in to check-out. Could be better.,4,positive,Daniel F.,2023-06-19,Royal Palace Hotel,The best hotel I've ever stayed at. Everything was perfect from check-in to check-out. Could be better.,103,17,best hotel ever stay everyth perfect check check could better,61,10,42,7,103,17,5.722222222222222,4,0,0,4,0.038461538461538464,3,Service & Staff Quality
Beautiful hotel in a great location. The rooftop bar had amazing views.,4,positive,Laura B.,2021-09-13,Seaside Resort,Beautiful hotel in a great location. The rooftop bar had amazing views.,71,12,beauti hotel great locat rooftop bar amaz view,46,8,25,4,71,12,5.461538461538462,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
Fantastic service and beautiful rooms. The location was perfect for sightseeing.,4,positive,Brian M.,2022-03-18,Luxury Stay Hotel,Fantastic service and beautiful rooms. The location was perfect for sightseeing.,80,11,fantast servic beauti room locat perfect sightse,48,7,32,4,80,11,6.666666666666667,3,0,0,2,0.024691358024691357,2,"Topic: beauti, perfect, servic"
Reasonable stay for the price. The breakfast was average. Would recommend.,3,neutral,Chris T.,2022-05-19,Seaside Resort,Reasonable stay for the price. The breakfast was average. Would recommend.,74,11,reason stay price breakfast averag would recommend,50,7,24,4,74,11,6.166666666666667,4,0,0,3,0.04,3,Service & Staff Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",4,positive,Michael B.,2024-05-27,Royal Palace Hotel,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
Beautiful hotel in a great location. The rooftop bar had amazing views.,4,positive,Brian M.,2022-11-02,Park View Hotel,Beautiful hotel in a great location. The rooftop bar had amazing views.,71,12,beauti hotel great locat rooftop bar amaz view,46,8,25,4,71,12,5.461538461538462,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
" In my opinion, amazing experience! clean rooms, helpful staff, and delicious breakfast.",5,positive,Megan R.,2024-03-22,Luxury Stay Hotel," In my opinion, amazing experience! clean rooms, helpful staff, and delicious breakfast.",88,12,opinion amaz experi clean room help staff delici breakfast,58,9,30,3,88,12,6.769230769230769,3,1,0,1,0.011235955056179775,4,Room & Comfort
 I must say excellent hotel with great amenities. the spa treatment was wonderful.,5,positive,Chris T.,2024-05-23,Downtown Lodge, I must say excellent hotel with great amenities. the spa treatment was wonderful.,82,13,must say excel hotel great amen spa treatment wonder,52,9,30,4,82,13,5.857142857142857,3,0,0,1,0.012048192771084338,3,Service & Staff Quality
"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",5,positive,Emily R.,2020-01-15,The Metropolitan,"Amazing experience! Clean rooms, helpful staff, and delicious breakfast.",72,9,amaz experi clean room help staff delici breakfast,50,8,22,1,72,9,7.2,3,1,0,2,0.0273972602739726,4,Room & Comfort
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",5,positive,John D.,2020-11-10,Mountain View Inn,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",94,13,excel stay room clean comfort well equip definit come back,58,10,36,3,94,13,6.714285714285714,4,1,0,3,0.031578947368421054,1,Cleanliness & Room Quality
The service was impeccable. The staff remembered our preferences from our last stay.,5,positive,Ashley D.,2020-04-15,Budget Inn Express,The service was impeccable. The staff remembered our preferences from our last stay.,84,13,servic impecc staff rememb prefer last stay,43,7,41,6,84,13,6.0,3,0,0,2,0.023529411764705882,3,Service & Staff Quality
Decent hotel in a convenient location. The room was okay but could be cleaner.,3,neutral,Ashley D.,2024-07-13,Golden Star Hotel,Decent hotel in a convenient location. The room was okay but could be cleaner.,78,14,decent hotel conveni locat room okay could cleaner,50,8,28,6,78,14,5.2,3,0,0,2,0.02531645569620253,3,Service & Staff Quality
The hotel met our basic needs. The staff was polite but not memorable. A bit pricey.,3,neutral,Sarah M.,2022-06-10,Mountain View Inn,The hotel met our basic needs. The staff was polite but not memorable. A bit pricey.,84,16,hotel met basic need staff polit memor bit pricey,49,9,35,7,84,16,4.9411764705882355,4,0,0,3,0.03529411764705882,3,Service & Staff Quality
"Horrible stay. Noisy, dirty, and the staff was extremely rude.",1,negative,James W.,2023-03-20,Royal Gardens Hotel,"Horrible stay. Noisy, dirty, and the staff was extremely rude.",62,10,horribl stay noisi dirti staff extrem rude,42,7,20,3,62,10,5.636363636363637,3,0,0,2,0.031746031746031744,3,Service & Staff Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",5,positive,Amanda C.,2022-01-02,Crystal Palace Hotel,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
"Perfect location, beautiful views, and exceptional service. Highly recommended!",5,positive,Michael B.,2020-02-24,Crystal Palace Hotel,"Perfect location, beautiful views, and exceptional service. Highly recommended!",79,9,perfect locat beauti view except servic high recommend,54,8,25,1,79,9,7.9,3,1,0,2,0.025,2,"Topic: beauti, perfect, servic"
Standard hotel with basic amenities. Good for budget travelers.,3,neutral,John D.,2023-01-21,Harbor View Hotel,Standard hotel with basic amenities. Good for budget travelers.,63,9,standard hotel basic amen good budget travel,44,7,19,2,63,9,6.3,3,0,0,2,0.03125,3,Service & Staff Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",5,positive,Laura B.,2024-08-12,Seaside Resort,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
Fantastic service and beautiful rooms. The location was perfect for sightseeing.,5,positive,Daniel F.,2021-09-24,Harbor View Hotel,Fantastic service and beautiful rooms. The location was perfect for sightseeing.,80,11,fantast servic beauti room locat perfect sightse,48,7,32,4,80,11,6.666666666666667,3,0,0,2,0.024691358024691357,2,"Topic: beauti, perfect, servic"
The hotel was not as advertised. Misleading photos and rude staff. Would visit again.,1,negative,Ashley D.,2022-09-11,Royal Palace Hotel,The hotel was not as advertised. Misleading photos and rude staff. Would visit again.,85,14,hotel advertis mislead photo rude staff would visit,51,8,34,6,85,14,5.666666666666667,4,0,0,3,0.03488372093023256,3,Service & Staff Quality
Beautiful views but the room was too hot and the AC didn't work well.,3,neutral,Michael B.,2023-06-16,City Center Suites,Beautiful views but the room was too hot and the AC didn't work well.,69,14,beauti view room hot ac work well,33,7,36,7,69,14,4.6,2,0,0,3,0.04285714285714286,1,Cleanliness & Room Quality
Decent hotel in a convenient location. The room was okay but could be cleaner.,3,neutral,Jennifer L.,2022-01-17,Downtown Lodge,Decent hotel in a convenient location. The room was okay but could be cleaner.,78,14,decent hotel conveni locat room okay could cleaner,50,8,28,6,78,14,5.2,3,0,0,2,0.02531645569620253,3,Service & Staff Quality
The hotel was okay. Nothing special but also nothing terrible.,3,neutral,Nicole S.,2024-11-17,Luxury Stay Hotel,The hotel was okay. Nothing special but also nothing terrible.,62,10,hotel okay noth special also noth terribl,41,7,21,3,62,10,5.636363636363637,3,0,0,2,0.031746031746031744,3,Service & Staff Quality
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",5,positive,David K.,2020-11-19,Harbor View Hotel,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",94,13,excel stay room clean comfort well equip definit come back,58,10,36,3,94,13,6.714285714285714,4,1,0,3,0.031578947368421054,1,Cleanliness & Room Quality
The service was impeccable. The staff remembered our preferences from our last stay. Not bad.,5,positive,Eric S.,2022-01-08,Royal Gardens Hotel,The service was impeccable. The staff remembered our preferences from our last stay. Not bad.,93,15,servic impecc staff rememb prefer last stay bad,47,8,46,7,93,15,5.8125,4,0,0,3,0.031914893617021274,3,Service & Staff Quality
"Terrible location, noisy throughout the night. Would not stay here again.",2,negative,Eric S.,2022-12-11,Ocean Breeze Resort,"Terrible location, noisy throughout the night. Would not stay here again.",73,11,terribl locat noisi throughout night would stay,47,7,26,4,73,11,6.083333333333333,3,0,0,2,0.02702702702702703,1,Cleanliness & Room Quality
"Perfect location, beautiful views, and exceptional service. Highly recommended!",5,positive,Megan R.,2022-12-22,Budget Inn Express,"Perfect location, beautiful views, and exceptional service. Highly recommended!",79,9,perfect locat beauti view except servic high recommend,54,8,25,1,79,9,7.9,3,1,0,2,0.025,2,"Topic: beauti, perfect, servic"
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,4,positive,Robert H.,2024-07-05,Sunset Beach Hotel,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
The room was clean but small. The location was convenient.,3,neutral,Michael B.,2021-11-15,Royal Palace Hotel,The room was clean but small. The location was convenient.,58,10,room clean small locat conveni,30,5,28,5,58,10,5.2727272727272725,3,0,0,2,0.03389830508474576,1,Cleanliness & Room Quality
